"","class","posterior.0","posterior.1"
"70","1",0.0118360004834809,0.988163999516519
"71","0",0.999947391434536,5.26085654643996e-05
"72","1",0.143157003006658,0.856842996993342
"73","1",0.027905071940956,0.972094928059044
"74","1",6.0529643877926e-05,0.999939470356122
"75","1",0.000188801092274489,0.999811198907725
"76","1",0.0116831235800738,0.988316876419926
"77","0",0.51596923328551,0.48403076671449
"78","1",0.0301255757476437,0.969874424252356
"79","0",0.96817111091647,0.0318288890835302
"80","1",0.434614334895425,0.565385665104575
"81","0",0.621455127812612,0.378544872187388
"82","0",0.923697222734107,0.0763027772658926
"83","0",0.999419362085684,0.000580637914315674
"84","0",0.838733916607451,0.161266083392549
"85","1",0.0214157846142691,0.978584215385731
"86","1",0.0120777760525557,0.987922223947444
"87","0",0.972675510995195,0.0273244890048051
"88","0",0.993610982095876,0.00638901790412385
"89","0",0.663914943084992,0.336085056915008
"90","0",0.943944129570557,0.0560558704294428
"91","0",0.999024490817965,0.000975509182034833
"92","1",0.000876396555253226,0.999123603444747
"93","1",0.107718531035427,0.892281468964573
"94","0",0.998585679989165,0.00141432001083525
"95","0",0.999365557909837,0.00063444209016298
"96","1",0.00912735740666057,0.990872642593339
"97","1",0.248719723962814,0.751280276037186
"98","0",0.999467610732859,0.000532389267140708
"99","1",0.0495388913235515,0.950461108676448
"100","1",0.0351390347436482,0.964860965256352
"101","0",0.975376558150132,0.0246234418498679
"102","1",0.0125101574545237,0.987489842545476
"103","0",0.905513378596212,0.0944866214037876
"104","1",0.0481263298999715,0.951873670100028
"105","1",0.25647552748509,0.74352447251491
"106","1",0.345896185160316,0.654103814839684
"107","0",0.9998022592958,0.00019774070420042
"108","0",0.998773305894506,0.00122669410549371
"109","1",0.0232354227762549,0.976764577223745
"110","1",0.289446608023429,0.710553391976571
"111","0",0.98298065496432,0.0170193450356802
"112","1",0.0120163835573305,0.98798361644267
"113","0",0.99995997151488,4.00284851202756e-05
"114","1",0.0162320733654997,0.9837679266345
"115","1",0.128394895917585,0.871605104082415
"116","0",0.987591506996533,0.0124084930034674
"117","0",0.999995917176534,4.08282346630856e-06
"118","1",0.0128509322732988,0.987149067726701
"119","1",0.000109796401524194,0.999890203598476
"120","0",0.999084628707186,0.000915371292813895
"121","1",0.493230828361951,0.506769171638049
"122","0",0.677785636851386,0.322214363148614
"123","0",0.999931435686274,6.85643137259339e-05
"124","1",0.0675394609198127,0.932460539080187
"125","1",0.375757994028247,0.624242005971753
"126","0",0.999040456400998,0.000959543599001814
"127","0",0.999766482291651,0.000233517708348844
"128","1",0.255990412227342,0.744009587772658
"129","0",0.561185855130899,0.438814144869101
"130","0",0.924671612139707,0.0753283878602935
"131","0",0.991288178575322,0.00871182142467774
"132","0",0.996551148880077,0.00344885111992278
"133","1",0.131658333254619,0.86834166674538
"134","0",0.905951826673959,0.0940481733260412
"135","0",0.982412590557946,0.0175874094420538
"136","0",0.994928207117133,0.00507179288286709
"137","1",0.0194992922007208,0.980500707799279
"138","1",0.110199335344446,0.889800664655554
"139","1",0.170567931382425,0.829432068617575
"140","0",0.996102597281755,0.00389740271824506
"141","1",0.00314223583519283,0.996857764164807
"142","0",0.855096380499509,0.144903619500491
"143","0",0.986323334583357,0.0136766654166433
"144","0",0.686325207010969,0.313674792989031
"145","0",0.994967157023111,0.00503284297688909
"146","1",0.0109239543002146,0.989076045699785
"147","1",0.0703539298875174,0.929646070112483
"148","1",0.278950037957861,0.721049962042139
"149","0",0.953877286352383,0.0461227136476169
"150","1",0.000633961479969638,0.99936603852003
"151","0",0.636184024453371,0.363815975546629
"152","1",0.000332630835124375,0.999667369164876
"153","1",0.00111812327234477,0.998881876727655
"154","0",0.986031859387137,0.0139681406128627
"155","1",0.111484977923955,0.888515022076044
"156","0",0.999994716574404,5.28342559629966e-06
"157","0",0.990620847888976,0.00937915211102419
"158","1",0.0614916996267431,0.938508300373257
"159","1",0.144568129776893,0.855431870223107
"160","1",0.000213345131501879,0.999786654868498
"161","1",0.307200716374669,0.692799283625331
"162","0",0.962397509791268,0.0376024902087317
"163","0",0.522270435086728,0.477729564913272
"164","0",0.99974046367126,0.000259536328739509
"165","1",0.052554673732659,0.947445326267341
"166","0",0.994677325044739,0.00532267495526104
"167","1",0.000243912783184629,0.999756087216815
"168","1",0.000561191503892063,0.999438808496108
"169","0",0.996346125859197,0.00365387414080264
"170","0",0.996763735713275,0.00323626428672513
"171","1",0.0290075035778242,0.970992496422176
"172","1",0.0963746881804614,0.903625311819539
"173","0",0.975482775704273,0.0245172242957269
"174","0",0.677680482895669,0.322319517104331
"175","0",0.95744661664561,0.0425533833543896
"176","1",0.000217140496618322,0.999782859503382
"177","1",0.0125217541911554,0.987478245808845
"178","0",0.999754788692948,0.000245211307052061
"179","0",0.906310590060678,0.0936894099393225
"180","0",0.999251147657105,0.000748852342895463
"181","0",0.991813300830943,0.00818669916905677
"182","1",0.278542948226589,0.721457051773411
"183","1",0.482433155888527,0.517566844111473
"184","0",0.998024052408151,0.00197594759184918
"185","1",0.110522961213047,0.889477038786953
"186","1",0.0550022995368021,0.944997700463198
"187","1",0.0314020328485296,0.96859796715147
"188","0",0.90873936564073,0.09126063435927
"189","1",0.35569150149946,0.64430849850054
"190","1",0.0482871215732082,0.951712878426792
"191","1",0.000698819926907827,0.999301180073092
"192","0",0.995184868681986,0.00481513131801431
"193","1",0.355269523736935,0.644730476263065
"194","0",0.996231798019505,0.00376820198049448
"195","0",0.999998635268518,1.3647314825864e-06
"196","1",0.144475299534592,0.855524700465408
"197","0",0.998314284603816,0.00168571539618348
"198","1",0.0403337995569738,0.959666200443026
"199","0",0.948193717547194,0.0518062824528059
"200","1",0.0256352715489263,0.974364728451074
"201","1",0.380162696527761,0.619837303472239
"202","0",0.999999631041169,3.68958830733232e-07
"203","1",0.0153136692491695,0.984686330750831
"204","0",0.985450673941656,0.0145493260583436
"205","1",0.445059040539993,0.554940959460007
"206","0",0.700532623217046,0.299467376782954
"207","1",0.000913208326370463,0.99908679167363
"208","1",0.0419679580729385,0.958032041927061
"209","0",0.531185523088754,0.468814476911246
"210","1",0.0129900056466367,0.987009994353363
"211","1",0.386904427044275,0.613095572955725
"212","1",4.00359548334604e-05,0.999959964045167
"213","0",0.897903696451184,0.102096303548816
"214","1",0.000573452575995331,0.999426547424005
"215","1",0.112600002322092,0.887399997677908
"216","0",0.999785260214501,0.000214739785499091
"217","0",0.997579270804864,0.0024207291951364
"218","0",0.97555020039117,0.0244497996088299
"219","0",0.888127133989007,0.111872866010993
"220","1",0.16560329854252,0.83439670145748
"221","1",0.481825188365245,0.518174811634755
"222","0",0.636063599711873,0.363936400288127
"223","0",0.794043139528693,0.205956860471307
"224","0",0.746395877879678,0.253604122120322
"225","0",0.999959619545165,4.03804548351866e-05
"226","1",0.457151707632877,0.542848292367123
"227","1",0.0236243209338853,0.976375679066115
"228","1",0.472712775253283,0.527287224746717
"229","1",0.0853820848094151,0.914617915190585
"230","1",0.00107196427843614,0.998928035721564
"231","1",0.00132417301964963,0.99867582698035
"232","1",0.00185181482999884,0.998148185170001
"233","0",0.654007162668425,0.345992837331575
"234","0",0.999470485100835,0.000529514899164719
"235","1",0.0816021780941648,0.918397821905835
"236","0",0.997699851511454,0.00230014848854605
"237","1",0.479293816620255,0.520706183379745
"238","0",0.708950831865648,0.291049168134352
"239","1",0.00734168595369739,0.992658314046303
"240","1",0.0125774889381221,0.987422511061878
"241","1",0.26526183945661,0.73473816054339
"242","0",0.889186628907639,0.110813371092361
"243","1",0.0469065604192172,0.953093439580783
"244","1",0.10735625208019,0.89264374791981
"245","0",0.981392383926856,0.0186076160731444
"246","1",0.0766131171814543,0.923386882818546
"247","0",0.907729127594297,0.0922708724057032
"248","1",0.415776711043024,0.584223288956976
"249","0",0.994855185140994,0.00514481485900575
"250","1",0.0241202367056572,0.975879763294343
"251","0",0.91205897225733,0.0879410277426695
"252","1",0.000186891446640547,0.999813108553359
"253","0",0.924262464443972,0.0757375355560278
"254","0",0.997547444086851,0.00245255591314901
"255","0",0.861180372765352,0.138819627234648
"256","0",0.80044362063011,0.19955637936989
"257","1",0.126378829364842,0.873621170635158
"258","0",0.994833841735567,0.00516615826443277
"259","0",0.960055193029193,0.0399448069708066
"260","1",0.102621101499407,0.897378898500593
"261","1",0.0216600617991169,0.978339938200883
"262","1",0.0500911303411352,0.949908869658865
"263","1",0.0447997305428064,0.955200269457194
"264","1",0.000887069554544469,0.999112930445455
"265","1",0.140265273942857,0.859734726057143
"266","0",0.999997244863183,2.75513681729991e-06
"267","0",0.995648647432937,0.0043513525670629
"268","0",0.968293947110259,0.0317060528897406
"269","1",0.0555453535019768,0.944454646498023
"270","1",0.0480532055068414,0.951946794493159
"271","0",0.987636542351256,0.012363457648744
"272","0",0.940827616896846,0.0591723831031535
"273","1",0.00280173316619855,0.997198266833801
"274","1",0.228211200262177,0.771788799737823
"275","1",3.08106449905638e-05,0.99996918935501
"276","0",0.996364501081673,0.00363549891832703
"277","1",0.0201692042564911,0.979830795743509
"278","0",0.995690230185676,0.00430976981432373
"279","0",0.772801333343964,0.227198666656036
"280","0",0.990601327459487,0.00939867254051311
"281","1",0.000333327228341253,0.999666672771659
"282","1",0.00199661962574423,0.998003380374256
"283","1",0.00542584560955898,0.994574154390441
"284","1",0.0101276919879165,0.989872308012083
"285","1",0.00692432771756087,0.993075672282439
"286","1",0.164587131664066,0.835412868335934
"287","1",0.332367643793808,0.667632356206193
"288","0",0.905822869282325,0.0941771307176748
"289","1",0.00907702150139395,0.990922978498606
"290","1",0.00073191360159202,0.999268086398408
"291","0",0.898833742137493,0.101166257862507
"292","1",0.188582241593312,0.811417758406688
"293","0",0.998307190566937,0.0016928094330634
"294","0",0.99674099948994,0.00325900051006018
"295","0",0.999969827618529,3.01723814711176e-05
"296","0",0.86517083477852,0.13482916522148
"297","1",0.329123145859955,0.670876854140045
"298","0",0.981449330358293,0.0185506696417071
"299","1",0.0112258187980891,0.988774181201911
"300","0",0.995819831947804,0.00418016805219564
"301","0",0.748849579421443,0.251150420578557
"302","0",0.927444152226662,0.0725558477733378
"303","1",0.000122478349074385,0.999877521650926
"304","0",0.844475328067264,0.155524671932736
"305","0",0.997395445543062,0.00260455445693751
"306","0",0.749512457549592,0.250487542450408
"307","0",0.523694781379141,0.476305218620859
"308","1",0.279507975280552,0.720492024719448
"309","0",0.828486781135621,0.171513218864379
"310","1",0.0063375865439962,0.993662413456004
"311","0",0.905395481055474,0.0946045189445256
"312","1",0.242544636149905,0.757455363850095
"313","1",0.00163251053338588,0.998367489466614
"314","1",0.000773874320699688,0.9992261256793
"315","0",0.890694316834381,0.109305683165619
"316","0",0.923937509985407,0.0760624900145926
"317","1",0.359349991261202,0.640650008738798
"318","1",0.0752132610003066,0.924786738999693
"319","1",0.0682781450821198,0.93172185491788
"320","0",0.951149089288751,0.0488509107112495
"321","0",0.920224711259946,0.0797752887400542
"322","1",0.0236751914746338,0.976324808525366
"323","0",0.985174085021178,0.0148259149788224
"324","1",0.0352049804890449,0.964795019510955
"325","0",0.957529800416209,0.0424701995837913
"326","1",0.0360623683988057,0.963937631601194
"327","0",0.99789847904527,0.00210152095472967
"328","1",0.00656924860187158,0.993430751398128
"329","0",0.791182016420937,0.208817983579063
"330","0",0.968432693370671,0.0315673066293286
"331","0",0.657819947491581,0.342180052508419
"332","0",0.995646554807314,0.00435344519268558
"333","0",0.999692679495925,0.000307320504075326
"334","1",0.000591847106598692,0.999408152893401
"335","1",0.0118407663448013,0.988159233655199
"336","1",0.00280724838979051,0.997192751610209
"337","0",0.999708623385331,0.000291376614669313
"338","0",0.993521323634561,0.00647867636543876
"339","0",0.962473179151361,0.0375268208486386
"340","0",0.999980452490046,1.9547509954503e-05
"341","0",0.987118122094308,0.0128818779056918
"342","1",0.349066774478302,0.650933225521698
"343","1",0.0345227570549936,0.965477242945006
"344","0",0.725348345059044,0.274651654940956
"345","0",0.999765521933045,0.000234478066954942
"346","0",0.998920604027407,0.00107939597259316
"347","1",0.00360151526068362,0.996398484739316
"348","0",0.994962885313724,0.00503711468627605
"349","1",0.0114132041552167,0.988586795844783
"350","1",0.00177124672270241,0.998228753277298
"351","0",0.998481413696706,0.00151858630329356
"352","0",0.95822701184534,0.0417729881546597
"353","0",0.968933264790546,0.0310667352094544
"354","1",0.0830452793465079,0.916954720653492
"355","1",0.0130277516168325,0.986972248383168
"356","0",0.997139286224507,0.00286071377549271
"357","0",0.9484415476379,0.0515584523620996
"358","1",0.000144923950208519,0.999855076049791
"359","0",0.663081963031699,0.3369180369683
"360","0",0.818554714366125,0.181445285633875
"361","1",0.279051494681082,0.720948505318918
"362","0",0.531465396958844,0.468534603041155
"363","0",0.813366672025382,0.186633327974618
"364","1",0.497142524234635,0.502857475765365
"365","1",0.0338327986263952,0.966167201373605
"366","1",0.00423153902110443,0.995768460978895
"367","0",0.997087488062987,0.00291251193701358
"368","1",0.109697921422851,0.890302078577149
"369","0",0.592758587090857,0.407241412909143
"370","0",0.976387167926237,0.0236128320737634
"371","0",0.989704276774554,0.0102957232254462
"372","1",0.0297984024330896,0.97020159756691
"373","1",0.00121343188101194,0.998786568118988
"374","1",0.0160873575014237,0.983912642498576
"375","1",0.0131958552599727,0.986804144740027
"376","0",0.975225523485907,0.0247744765140926
"377","0",0.996465893839807,0.00353410616019302
"378","0",0.985481459137907,0.0145185408620929
"379","0",0.986378599044595,0.0136214009554045
"380","0",0.976224933058351,0.0237750669416493
"381","1",0.454543538461984,0.545456461538016
"382","0",0.933385038195983,0.066614961804017
"383","0",0.955067536263361,0.044932463736639
"384","1",0.0182920306353278,0.981707969364672
"385","1",0.00277990846082571,0.997220091539174
"386","1",0.0957881498401696,0.90421185015983
"387","1",3.58995283595704e-05,0.99996410047164
"388","1",0.00540167592152931,0.994598324078471
"389","1",0.322709716843515,0.677290283156485
"390","0",0.998822058947551,0.00117794105244944
"391","0",0.72648239678495,0.27351760321505
"392","0",0.782060658179402,0.217939341820598
"393","1",0.00653302589433901,0.993466974105661
"394","0",0.999531714542064,0.000468285457935882
"395","1",6.68156704136193e-05,0.999933184329586
"396","1",0.394340716788684,0.605659283211317
"397","1",3.17023101984815e-05,0.999968297689802
"398","0",0.99999733150968,2.66849032051021e-06
"399","1",0.384820647565273,0.615179352434727
"400","0",0.500269818738809,0.499730181261191
"401","1",0.100178952116599,0.899821047883401
"402","1",0.000302365589547883,0.999697634410452
"403","0",0.999884309241017,0.000115690758983472
"404","1",0.000596919736720596,0.999403080263279
"405","1",0.00124279194121111,0.998757208058789
"406","1",0.424638524473482,0.575361475526518
"407","0",0.999119179508906,0.000880820491094151
"408","0",0.909327763717102,0.0906722362828976
"409","1",0.343863378224462,0.656136621775538
"410","1",0.016350251621489,0.983649748378511
"411","0",0.999506311403253,0.000493688596747031
"412","1",0.00408890615448121,0.995911093845519
"413","0",0.983218625645999,0.016781374354001
"414","1",0.00471101663370573,0.995288983366294
"415","1",0.0110429902731871,0.988957009726813
"416","1",0.156166536170474,0.843833463829526
"417","0",0.534248274455057,0.465751725544942
"418","0",0.759612184063869,0.240387815936131
"419","0",0.968653708152971,0.0313462918470292
"420","0",0.992239166998481,0.00776083300151885
"421","1",0.00025739200467955,0.99974260799532
"422","1",0.0146795565008365,0.985320443499163
"423","0",0.994472658793113,0.00552734120688718
"424","1",0.371741802616933,0.628258197383067
"425","0",0.965598571476375,0.0344014285236252
"426","1",0.166935630706591,0.833064369293409
"427","1",0.00879117984693794,0.991208820153062
"428","0",0.797086989255643,0.202913010744357
"429","0",0.860869299572916,0.139130700427084
"430","0",0.982180733881981,0.0178192661180191
"431","1",0.0471066503419256,0.952893349658074
"432","0",0.999993933514809,6.06648519139365e-06
"433","0",0.961645639477518,0.0383543605224821
"434","0",0.996503594479089,0.00349640552091122
"435","1",0.0711438565560909,0.928856143443909
"436","1",0.232115487274277,0.767884512725723
"437","1",0.0341354886825452,0.965864511317455
"438","1",0.0157381092328275,0.984261890767173
"439","0",0.795060897774041,0.204939102225959
"440","1",0.0441692673946027,0.955830732605397
"441","0",0.999985697562813,1.43024371873375e-05
"442","0",0.977432779749839,0.0225672202501611
"443","0",0.730885857361786,0.269114142638214
"444","0",0.520023031130166,0.479976968869834
"445","0",0.917832728861059,0.0821672711389407
"446","1",0.0842079102390519,0.915792089760948
"447","0",0.925874774959259,0.0741252250407407
"448","1",0.0976456749056339,0.902354325094366
"449","1",0.0186965797971754,0.981303420202825
"450","0",0.781281722936191,0.218718277063809
"451","1",0.00274581788330149,0.997254182116699
"452","1",0.0147169655089192,0.985283034491081
"453","0",0.999445534360324,0.000554465639676254
"454","1",0.000731226794257137,0.999268773205743
"455","0",0.997727848812266,0.00227215118773429
"456","1",0.243877005813431,0.756122994186569
"457","0",0.999977625887835,2.23741121651048e-05
"458","1",0.430106259499701,0.569893740500299
"459","0",0.810409591820101,0.189590408179899
"460","0",0.999989632618423,1.03673815767729e-05
"461","0",0.9967068154007,0.00329318459930021
"462","0",0.863261321140671,0.136738678859329
"463","1",2.55888847757741e-05,0.999974411115224
"464","0",0.622045090168574,0.377954909831426
"465","0",0.622809754023117,0.377190245976882
"466","0",0.999242961559028,0.000757038440972371
"467","1",0.0948658737318814,0.905134126268119
"468","0",0.986266697774022,0.013733302225978
"469","0",0.995323828405032,0.00467617159496777
"470","1",0.0716046267182045,0.928395373281795
"471","1",0.0056057466616876,0.994394253338312
"472","0",0.833212193626918,0.166787806373082
"473","1",0.369521991454333,0.630478008545667
"474","1",0.0180718581570191,0.981928141842981
"475","1",0.0471115343549649,0.952888465645035
"476","1",0.0828204304812895,0.91717956951871
"477","0",0.974386545274241,0.0256134547257594
"478","1",0.202640477455015,0.797359522544985
"479","1",0.000119058133751186,0.999880941866249
"480","0",0.922752621290178,0.077247378709822
"481","0",0.998104892862535,0.00189510713746521
"482","1",0.0340165214343297,0.96598347856567
"483","1",0.433778197709807,0.566221802290193
"484","1",0.0131184601733419,0.986881539826658
"485","0",0.960724421797547,0.0392755782024531
"486","1",0.0272397538524232,0.972760246147577
"487","0",0.998735445073096,0.00126455492690396
"488","1",0.252414162693209,0.747585837306791
"489","1",0.266860922126775,0.733139077873225
"490","0",0.833484408738971,0.166515591261029
"491","1",0.00235491700497666,0.997645082995023
"492","1",0.450431923705005,0.549568076294995
"493","1",0.127246150860528,0.872753849139472
"494","1",0.182553836726264,0.817446163273736
"495","1",0.0805903251035372,0.919409674896463
"496","1",0.058914292415022,0.941085707584978
"497","0",0.999220736852083,0.000779263147917362
"498","0",0.99756903704547,0.0024309629545304
"499","0",0.949078752147973,0.0509212478520273
"500","1",0.021704923808508,0.978295076191492
"501","1",0.00734055133251487,0.992659448667485
"502","1",0.0251340420082725,0.974865957991727
"503","1",0.00489302170026493,0.995106978299735
"504","1",0.0046147327876454,0.995385267212355
"505","0",0.602194406462838,0.397805593537162
"506","0",0.596158180505854,0.403841819494146
"507","0",0.97415801931248,0.0258419806875202
"508","0",0.897794279054338,0.102205720945662
"509","1",0.202782410091612,0.797217589908388
"510","0",0.983393018885947,0.0166069811140536
"511","1",0.217599425191272,0.782400574808728
"512","0",0.952391161157363,0.0476088388426368
"513","1",0.338208854187271,0.661791145812729
"514","0",0.848647251791315,0.151352748208685
"515","0",0.963081345007687,0.036918654992313
"516","0",0.997315629635792,0.00268437036420808
"517","0",0.932596834034609,0.0674031659653912
"518","0",0.966294776044928,0.0337052239550722
"519","0",0.662013959894158,0.337986040105842
"520","0",0.996240343723369,0.00375965627663094
"521","1",0.0575706699160467,0.942429330083953
"522","1",0.340177174368837,0.659822825631163
"523","1",0.0542725318025755,0.945727468197424
"524","0",0.80552982668793,0.19447017331207
"525","1",0.148924735453339,0.851075264546661
"526","0",0.852814261498978,0.147185738501022
"527","0",0.959258032534039,0.0407419674659614
"528","0",0.952452548655262,0.0475474513447381
"529","1",0.177943636524634,0.822056363475366
"530","1",2.81546859095113e-05,0.999971845314091
"531","0",0.9748613021305,0.0251386978695001
"532","1",0.197360222152325,0.802639777847674
"533","1",0.0182748766157985,0.981725123384202
"534","1",0.206544465942548,0.793455534057452
"535","0",0.827415709110679,0.172584290889321
"536","1",0.0808711256130277,0.919128874386972
"537","1",0.0561454145439302,0.94385458545607
"538","1",0.0373110690067768,0.962688930993223
"539","0",0.588047452638649,0.411952547361351
"540","1",0.465761693819296,0.534238306180704
"541","1",0.00219699094334993,0.99780300905665
"542","0",0.903225577308191,0.0967744226918092
"543","1",0.0242907695057047,0.975709230494295
"544","1",0.447496156766426,0.552503843233574
"545","1",0.234291460968321,0.76570853903168
"546","1",7.2294861917323e-05,0.999927705138083
"547","1",0.0290390803185994,0.970960919681401
"548","1",1.03173685341993e-05,0.999989682631466
"549","0",0.966817111135715,0.0331828888642849
"550","1",0.0922331635712809,0.907766836428719
"551","0",0.999260835554757,0.000739164445242573
"552","0",0.99763674895844,0.0023632510415604
"553","1",0.0424555539308665,0.957544446069134
"554","1",0.0119840410290576,0.988015958970942
"555","0",0.978192616608426,0.0218073833915736
"556","1",0.034429508754434,0.965570491245566
"557","0",0.917388859938221,0.0826111400617793
"558","0",0.94397742938078,0.0560225706192201
"559","0",0.924186120659495,0.0758138793405049
"560","0",0.999993870605745,6.12939425476788e-06
"561","1",0.142184530660093,0.857815469339907
"562","0",0.647947374003124,0.352052625996876
"563","0",0.719718336995207,0.280281663004793
"564","1",0.00137754920248094,0.998622450797519
"565","1",0.00179987834931716,0.998200121650683
"566","1",0.166521591159212,0.833478408840788
"567","1",0.00373354783602262,0.996266452163977
"568","0",0.988651873422024,0.0113481265779764
"569","0",0.573858969646218,0.426141030353782
"570","1",0.00618988038047337,0.993810119619527
"571","1",0.000352889580930212,0.99964711041907
"572","1",0.00120770280430429,0.998792297195696
"573","1",0.296685859944823,0.703314140055177
"574","1",0.00160124068189767,0.998398759318102
"575","0",0.605211319546704,0.394788680453296
"576","1",0.283447732881146,0.716552267118854
"577","1",0.0179406791864483,0.982059320813552
"578","1",0.217117290795652,0.782882709204348
"579","1",0.0240199619695119,0.975980038030488
"580","0",0.987544462279382,0.0124555377206181
"581","1",0.0695648350422918,0.930435164957708
"582","1",0.495236887940312,0.504763112059688
"583","0",0.944166648656935,0.0558333513430648
"584","0",0.979622742691999,0.0203772573080011
"585","1",0.000810175713090081,0.99918982428691
"586","1",2.35566320209058e-06,0.999997644336798
"587","1",0.000721451061101399,0.999278548938899
"588","0",0.63839362457455,0.36160637542545
"589","0",0.830545835013753,0.169454164986247
"590","0",0.999923343791597,7.66562084031772e-05
"591","0",0.77352545432976,0.22647454567024
"592","1",0.348557249180751,0.651442750819249
"593","1",0.0617989552779075,0.938201044722093
"594","1",0.175611339386105,0.824388660613895
"595","1",0.245096941461392,0.754903058538608
"596","1",0.0363604734206956,0.963639526579304
"597","1",0.105122528278089,0.894877471721911
"598","1",0.114834304002205,0.885165695997795
"599","0",0.817262208203515,0.182737791796485
"600","1",1.98068859180907e-05,0.999980193114082
"601","0",0.999979793988649,2.02060113505871e-05
"602","0",0.578167216291005,0.421832783708995
"603","0",0.994632769215791,0.00536723078420944
"604","0",0.870921025589129,0.129078974410871
"605","0",0.60451626618984,0.39548373381016
"606","0",0.958122437787879,0.0418775622121213
"607","1",0.0717690064138281,0.928230993586172
"608","0",0.999797323064523,0.000202676935477113
"609","1",0.0103478935140072,0.989652106485993
"610","0",0.955085672326767,0.0449143276732331
"611","1",0.12338803733096,0.87661196266904
"612","0",0.99979078182272,0.000209218177279577
"613","0",0.937972564243264,0.0620274357567355
"614","1",0.00112471619174161,0.998875283808258
"615","1",0.00140784243512976,0.99859215756487
"616","0",0.999456590053882,0.000543409946117944
"617","1",0.0157434543210772,0.984256545678923
"618","1",0.023027714858034,0.976972285141966
"619","1",0.0608928454946238,0.939107154505376
"620","1",0.128368193286625,0.871631806713375
"621","0",0.777502679238341,0.222497320761659
"622","0",0.719381041869627,0.280618958130373
"623","1",0.00325357307954595,0.996746426920454
"624","1",0.191984956367399,0.808015043632601
"625","0",0.983214772517342,0.016785227482658
"626","0",0.963347780374987,0.0366522196250131
"627","0",0.990753407810558,0.00924659218944178
"628","0",0.906951726748135,0.0930482732518647
"629","0",0.978174152678561,0.0218258473214387
"630","1",3.57706021376256e-05,0.999964229397862
"631","0",0.967803231406564,0.0321967685934361
"632","1",0.30836972270683,0.69163027729317
"633","0",0.97551499160376,0.0244850083962401
"634","0",0.999560764407685,0.000439235592314706
"635","0",0.527053683674954,0.472946316325046
"636","0",0.733866750112917,0.266133249887083
"637","0",0.976224417795052,0.0237755822049483
"638","0",0.512559168677241,0.487440831322759
"639","1",0.00829110136743951,0.991708898632561
"640","1",0.165581524085677,0.834418475914323
